EIN,NAME,STREET,CITY,ZIP,ACTIVITY,NTEE_CD
431341642,OPERATION LIFTOFF INC,11495 NAVAID RD SUITE 104,BRIDGETON,63044-2308,560349000,E86Z
431341778,SAINTS FELLOWSHIP CHURCH,2133 NORTH & SOUTH RD,VINITA PARK,63114-0000,1000000,
431341799,LOVE AND CARE CHURCH,3137 S JEFFERSON AVE,SAINT LOUIS,63118-2411,297573179,X21
431341830,OPTIMIST INTERNATIONAL,10020 CANTERBURY FARMS CT,SAINT LOUIS,63128-3278,328908905,
431342232,COMMUNITY GARDEN COALITION,PO BOX 7051,COLUMBIA,65205-7051,405000000,
431342315,PIKE COUNTY COUNCIL ON AGING,521 GEORGIA ST,LOUISIANA,63353-1621,575408916,
431342424,HAWK HILL COMMUNITY LAND TRUST INC,HC 73 BOX 169C,DRURY,65638-9724,912000000,
431342533,NATIONAL ASSOCIATION OF RETIRED & VETERAN RAILWAY EMPLOYEES,1739 COUNTY ROAD 2365,MOBERLY,65270-4418,480319000,
431342536,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,702 OPERA HOUSE LN,ODESSA,64076-1600,0,
431342612,MISSOURI ORGANIZATON OF MOTHERS OF TWINS CLUB,PO BOX 30661,COLUMBIA,65205-3661,0,T30
431342802,ITALIAN AMERICAN HERITAGE CORPORATION,2903 ROYAL SEASONS DR,SAINT LOUIS,63129-4053,64994000,A80
431342904,MISSOURI PRESS FOUNDATION INC,802 LOCUST ST,COLUMBIA,65201-4888,59000000,
431343144,GOOD SAMARITAN PROJECT,5008 PROSPECT AVE,KANSAS CITY,64130-2651,154602000,G81Z
431343197,NEW HAVEN CARE CENTER INC,9503 HIGHWAY 100,NEW HAVEN,63068-1300,152000000,
431343214,SEDGEWICKVILLE LIXVILLE LUTHERAN CEMETERY ASSOCIATION,HC 62 BOX 111A,SEDGEWICKVLLE,63781-9516,900000000,
431343281,SSM HEALTH CARE ST LOUIS,10101 WOODFIELD LANE,ST LOUIS,63132-2946,1150120,E210
431343343,SEDALIA VISUAL ART ASSOCIATION,34987 GREEN GROVE RD,TIPTON,65081-3711,91914123,
431343345,MMUN INC,PO BOX 775128,SAINT LOUIS,63177-5128,124000000,
431343387,KIRKWOOD AREA PERPETUAL SCHOLARSHIP ASSOCIATION,330 W WASHINGTON AVE,KIRKWOOD,63122-3938,0,B82
431343440,CARMELITE CHILD DEVELOPEMENT CENTER,1111 N WOODLAWN AVE,KIRKWOOD,63122-1514,1150120,P33Z
431343610,UNION COMMUNION MINISTRIES,5300 DELMAR BLVD,SAINT LOUIS,63112-3102,349575000,P28Z
431343612,FLYNN PARK PTO,7720 WATERMAN AVE,UNIVERSITY CITY,63130-0000,35000000,B94
431343693,UNITY CENTER OF WARRENSBURG,PO BOX 694,WARRENSBURG,64093-0694,1000000,
431343800,INVENTORS ASSOCIATION OF ST LOUIS,13321 NORTH OUTER 40 RD STE 100,CHESTERFIELD,63017-5945,123404994,S99
431343825,ASSOCIATION FOR COMPUTING MACHINERY,100 E NORMAL ST,KIRKSVILLE,63501-0000,59205279,
431344046,TREASURE LAKE VACATION RESORT CAMPING CLUB INC,1 TREASURE LAKE DR,BRANSON,65616-3567,297280318,N50
431344148,NATIONAL AVENUE ASSEMBLY OF GOD,PO BOX 8656,SPRINGFIELD,65801-8656,928000000,
431344194,WAT PHRASRIRATANARAM INC,890 LINDSAY LN,FLORISSANT,63031-4141,1000000,
431344255,BENTON PARK MARKETING CORP,3015 SALENA ST,SAINT LOUIS,63118-1769,402000000,
431344319,MOUNT ZION CHURCH,RT BOX 265 1,HALLSVILLE,65255-0000,1029007,
431344414,COMMUNITY COUNSELING CENTER,402 S SILVER SPRINGS RD,CPE GIRARDEAU,63703-7536,1150120,F320
431344507,HEALTH EMERGENCY LIFELINE PROGRAM INC,DEB GARRETT 1438 N MULBERRY,MARYVILLE,64468-0000,179000000,E99Z
431344517,BROTHERHOOD OF LOCOMOTIVE ENGINEERS AND TRAINMEN,1108 RIVER RUN DR,PLATTE CITY,64079-7600,263264279,
431344525,ALPHA EPSILON PI FRATERNITY,6985 SNOW WAY,SAINT LOUIS,63130-4400,319036000,Y40
431344563,RUSSELLVILLE RURAL FIRE ASSOCIATION,13408 STROBEL DR,RUSSELLVILLE,65074-1139,158000000,M24Z
431344588,LAY RENEWAL MINISTRIES INC,237 E 5TH ST PMB 362,EUREKA,63025-1223,29000000,
431344644,FRIENDS OF THE LIBRARY SOCIETY OF SPRINGFIELD GREENE COUNTY,4653 S CAMPBELL AVE,SPRINGFIELD,65810-1723,602603092,
431344645,INFANT LOSS RESOURCES INC,1120 S 6TH ST STE 100,SAINT LOUIS,63104-3602,0,
431344654,LEAGUE OF WOMEN VOTERS OF MISSOURI EDUCATION FUND,8706 MANCHESTER RD STE 104,SAINT LOUIS,63144-2733,482481124,
431344660,STEEL GUITAR HALL OF FAME INC,9535 MIDLAND BLVD,ST LOUIS,63114-3314,119000000,
431344665,TELECOMMUNICATION FACILITIES CORPORATION,4353 CLAYTON AVE NO 212,ST LOUIS,63110-1621,250259000,
431344672,NORTHLAND COMMUNITY CHOIR,PO BOX 14221,PARKVILLE,64152-7221,89090000,
431344673,SENECA CHURCH OF CHRIST,1820 SAINT LOUISE ST,SENECA,64865-0000,1000000,
431344782,PRESTON AREA VOLUNTEER FIRE DEPARTMENT,29323 DOGWOOD ST,PRESTON,65732-7696,407000000,M24
431344990,PARIS AREA CHAMBER OF COMMERCE,208 N MAIN ST,PARIS,65275-1329,200000000,
431345017,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119000000,
431345018,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119000000,
431345019,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345021,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345024,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345026,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345027,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345029,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345030,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345031,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345033,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345035,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345037,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345039,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345042,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345043,UNITED FEDERATION OF DOL LCLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345045,LITTLE JOE TRANSPLANT TRUST FUND,PO BOX 368,CASSVILLE,65625-0368,602000000,T99Z
431345049,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345051,UNITED FEDERATION OF DOLL CLUBS,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345052,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345053,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345055,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345057,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345060,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345062,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345069,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345071,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345075,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345077,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345081,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345087,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345089,SPRINGFIELD VICTORY MISSION INC,1715 N BOONVILLE AVE,SPRINGFIELD,65803-2754,5560000,P600
431345094,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345096,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345097,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345099,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345100,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345107,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345112,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345113,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345118,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345121,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345124,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345132,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345137,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345140,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345142,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119000000,N5XC
431345150,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345163,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345164,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345166,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345167,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345169,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345172,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345174,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345175,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345178,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345183,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345184,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345190,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345191,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345200,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345201,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345202,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345203,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345204,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345207,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345215,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345216,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345217,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345220,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345221,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345223,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345224,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345225,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345227,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345229,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345234,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345238,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345239,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345240,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345241,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345242,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345244,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345245,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345246,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345248,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345250,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345251,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345256,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345259,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345274,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345275,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345276,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345278,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345282,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345285,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345288,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345289,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345292,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345298,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345299,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345301,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345304,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345306,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345308,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345309,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345310,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
431345449,HICKORY GROVE CEMETERY OF CALHOUN INC,2109 DICKINSON CT,COLUMBIA,65202-3475,900000000,
431345513,SPIRIT & TRUTH CHURCH GODS CHILDREN,8727 DUNN RD,HAZELWOOD,63042-2211,0,X21
431345525,ST PAULS LUTHERAN SCHOOL FOUNDATION INCORPORATED,701 S MASSACHUSETTS AVE,SEDALIA,65301-4547,602000000,B11
431345600,JIM MOSELEY MINISTRIES INTERNATIONAL INC,1212 E 117TH ST,KANSAS CITY,64131-3750,1006007,
431345603,FUNDAMENTAL METHODIST CHURCH,ROUTE 1 BOX 106A,MONETT,65708-9801,2000000,
431345604,BROOKFIELD SESQUICENTENNIAL CORP,215 E BROOKS ST,BROOKFIELD,64628-1729,319000000,
431345607,KINGS BUSINESS MINISTRIES INC,900 W TRACY ST,SPRINGFIELD,65807-2548,1000000,
431345696,SOUTH MAIN PRESERVATION SOCIETY,1001 S MAIN ST,SAINT CHARLES,63301-3513,119062379,
431345719,WOLFF SHOE FOUNDATION,1705 LARKIN WILLIAMS RD,FENTON,63026-2024,602000000,
431345751,NATIONAL ASSOCIATION OF GOVERNMENT EMPLOYEES,100 BOSA DR SUITE D2,SAINT ROBERT,65584-4833,0,
431345822,CENTRAL BAPTIST CHURCH OF TEXAS COUNTY MISSOURI,HIGHWAY B,HOUSTON,65483-0000,1000000,
431345848,BI-COUNTY SERVICE INC,1812 MAIN ST,HIGGINSVILLE,64037-1525,429000000,O32Z
431345953,SOUTHSIDE CHRISTIAN CHURCH,4632 GRAVOIS AVE,ST LOUIS,63116-2446,1000000,
431346000,GRACE CHRISTIAN CENTER OF MT VERNON MISSOURI,201 W WATER ST,MT VERNON,65712-1029,1029000,
431346130,WORLD OUTREACH CHRISTIAN FELLOWSHIP INC,530 COURT ST,FULTON,65251-1902,1006007,
431346212,LIGHTHOUSE PENTECOSTAL CHURCH OF MISSOURI,12360 NEW HALLS FERRY RD,FLORISSANT,63033-6837,1000000,
431346244,PLEASANT VALLEY CHURCH AN OPEN BIBLE CHURCH INC,750 E FARM RD 80,SPRINGFIELD,65803-8096,1000000,
431346258,PACIFIC CHURCH OF CHRIST,112 N PAYNE ST,PACIFIC,63069-1224,1000000,
431346400,ST LOUIS PHILANTHROPIC ORGANIZATION,20 S SARAH ST,SAINT LOUIS,63108-2819,602000000,
431346408,SOUTHWEST MISSOURI EXPERIMENTAL AIRCRAFT ASSOCIATION CHAPTER 821 I,3347 E MANITOO ST,SPRINGFIELD,65804-4875,61123914,B70
431346522,AMERICAN LEGION SIXTH DISTRIST OF MISSOURI,109 FAIRVIEW AVE,WARRENSBURG,64093-2601,907908000,
431346617,BETTER FAMILY LIFE INC,5415 PAGE BLVD,SAINT LOUIS,63112-3416,90000000,S20
431346632,FINANCIAL PLANNING ASSOCIATION,PO BOX 410384,SAINT LOUIS,63141-0384,200000000,
431346672,FLAT RIVER CHRISTIAN CHURCH,15 N COFFMAN ST,PARK HILLS,63601-2101,29000000,
431346673,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS,209 FLORA DR,JEFFERSON CTY,65101-2205,263264279,
431346783,THE CITY OF LIFE CHRISTIAN CHURCH,8333 FULLERTON AVE,SAINT LOUIS,63132-2609,1000000,
431346839,SUPREME COURT OF MISSOURI HISTORICAL SOCIETY,PO BOX 904,JEFFERSON CTY,65102-0904,62061000,
431346944,CHURCH OF SCIENTOLOGY OF KANSAS CITY,2 E 39TH ST,KANSAS CITY,64111-1516,1000000,
431347098,NEW FAITH CHURCH,PO BOX 36,NOVELTY,63460-0036,1000000,X99Z
431347116,SAYLER HAWKINS FOUNDATION,8 UPPER PRICE RD,SAINT LOUIS,63132-4470,602000000,
431347124,4TH STREET THEATRE INC,PO BOX 185,MOBERLY,65270-0185,88000000,
431347127,NEW TESTAMENT BAPTIST CHURCH OF SULLIVAN MISSOURI,PO BOX 578,SULLIVAN,63080-0578,1000000,
431347175,TABERNACLE OF PRAISE ASSEMBLY OF GOD,6400 COUNTY ROAD 445,HANNIBAL,63401-7003,1002029,
431347252,RAYMORE CHRISTIAN CHURCH,PO BOX 680,RAYMORE,64083-0680,29000000,
431347322,NOIX CREEK CEMETERY ASSOCIATION,15586 PIKE 280,BOWLING GREEN,63334-3402,0,Y50
431347330,WESTMINSTER BAPTIST CHURCH,11230 BRISTOL TER,KANSAS CITY,64134-3338,0,X21
431347352,ADVANCE AND GLENNON CLUB INCORPORATED,PO BOX 181,ADVANCE,63730-0181,260000000,
431347372,MISSOURI ASSOCIATION OF SECONDARY SCHOOLS PRINCIPALS-MASSP,2409 W ASH ST,COLUMBIA,65203-0045,205000000,
431347682,ROTARY INTERNATIONAL,PO BOX 942,ST PETERS,63376-0016,319000000,
431347808,MOKANE CHRISTIAN CHURCH,PO BOX 73,FULTON,65251-0073,0,
431348051,NORTH ST LOUIS ARTS COUNCIL,6314 WOODLAND AVE,SAINT LOUIS,63120-1525,90119000,
431348080,ASSEMBLY OF GOD,96 S LIVINGSTON ST,BUCKLIN,64631-9002,1002029,
431348081,MASTER INSULATORS OF ST LOUIS,502 EARTH CITY PLZ STE 203,EARTH CITY,63045-1315,202000000,
431348216,HALLELUJAH HOUSE MINISTRIES,2955 SMILEY RD,MARYLAND HTS,63043-1842,0,
431348326,CHURCH OF CHRIST 601 SOUTH LIBERTY,601 S LIBERTY ST,INDEPENDENCE,64050-4401,1000000,
431348351,INROADS INC,10 S BROADWAY STE 1550,SAINT LOUIS,63102-1743,560566994,
431348373,KIDS ACROSS AMERICA FOUNDATION,2036 TIMBERLAKE RD,BRANSON,65616-8890,29000000,
431348375,FIFTH BAPTIST CHURCH OF THE CITY OF ST LOUIS MO,3736 NATURAL BRIDGE AVE,ST LOUIS,63107-2205,1000000,
431348431,ELLEN APPLEBAUM TEMKIN MEMORIAL MATH SCHOLARSHIP FUND INC,7700 BONHOMME,CLAYTON,63105-1960,998000000,
431348551,MOUNT OLIVE MISSIONARY BAPTIST CHURCH OF LAFORGE,942 COUNTY HIGHWAY 726,NEW MADRID,63869-9782,0,X20
431348820,THE WORSHIP CENTER,5869 BARTMER AVE,SAINT LOUIS,63112-2426,0,X21
431348829,CHURCH OF THE GOOD SHEPHERD FOUNDATION,1166 S MASON RD,TOWN AND COUNTRY,63131-1039,1602000,
431348931,DENNIS CEMETERY ASSOCIATION,7550 HIGHWAY F,HARTVILLE,65667-8282,900000000,
431348977,CENTER CREEK RECREATION CLUB INC,2650 STE STATE HWY 37,REEDS,64859-0000,280000000,
431349005,CHRISTIAN TABERNACLE U P C INC,PO BOX 1372,SIKESTON,63801-1372,0,X20
431349021,THE RESEARCH FOUNDATION,2316 E MEYER BLVD,KANSAS CITY,64132-1136,927994000,E110
431349169,JOPLIN AREA WELCOME CLUB,PO BOX 1512,JOPLIN,64802-1512,560561602,
431349183,GUJARATI SAMAJ OF ST LOUIS,1120 WATER VIEW LN,OFALLON,63366-1476,119000000,A23
431349248,CASS COUNTY INFORMATION CENTER,PO BOX 624,HARRISONVILLE,64701-0624,915000000,
431349279,PRICE PUBLISHING COMPANY INCORPORATED,915 E 23RD ST S,INDEPENDENCE,64055-1602,998000000,
431349312,FULTON HIGH SCHOOL SENIOR PARENTS ASSOCIATION,817 EVERGREEN DR,FULTON,65251-2214,59000000,B90
431349332,ST LUKES MEDICAL GROUP,232 SOUTH WOODS MILI ROAD,CHESTERFIELD,63017-3406,179000000,
431349378,RESTART INC,918 E 9TH ST,KANSAS CITY,64106-3009,573000000,L410
431349495,CASS COMMUNITY HEALTH FOUNDATION,2316 E MEYER BLVD,KANSAS CITY,64132-1199,408000000,E129
431349526,THOMAS HALBERT MEMORIAL BAPTIST CHURCH,528 E DALE ST,SPRINGFIELD,65803-3046,1000000,
431349627,GOOD NEWS MINISTRIES INC,2414 S LEONARD RD,SAINT JOSEPH,64503-1845,121029000,
431349641,MISSOURI BAPTIST HOSPITAL OF SULLIVAN AUXILIARY INC,8056 SEMINARY RD,SULLIVAN,63080-2765,408000000,
431349643,PETER AND PAUL COMMUNITY SERVICES INC,2612 WYOMING ST,SAINT LOUIS,63118-2402,408000000,L410
431349885,HOUSE OF PRAYER OF ROSEBUD INC,601 S 1ST ST,OWENSVILLE,65066-1565,1000000,
431349952,CHURCH OF FIRST LOVE,10508 E 72ND ST,RAYTOWN,64133-6761,1000000,
431350039,SOUTH CENTRAL BAPTIST ASSOCIATION,PO BOX 1005,WEST PLAINS,65775-1005,1029000,
431350085,HIGHVIEW ASSEMBLY OF GOD,4984 STATE HIGHWAY 13,LAMPE,65681-6311,1002029,
431350095,ALL SAINTS SOUTHERN BAPTIST CHURCH,5202 RIVERVIEW BLVD,SAINT LOUIS,63120-1928,0,
431350160,ST MARTHAS HALL,20 ARCHBISHOP MAY DR RM 2208,SAINT LOUIS,63119-5738,1150120,P430
431350262,MISSOURI INNOVATION CENTER INC,1601 S PROVIDENCE ROAD,COLUMBIA,65211-0001,200403000,
431350271,NEVADA BASEBALL CLUB INC,PO BOX 601,NEVADA,64772-0601,300288000,N63Z
431350634,MT BRANSON CHRISTIAN CHURCH,120 S COMMERCIAL ST,BRANSON,65616-2702,1000000,
431350652,GOSPEL LIGHTHOUSE,1300 ASKEW AVE,KANSAS CITY,64127-2202,268120230,
431350657,ASSEMBLY OF GOD,PO BOX 225,BRECKENRIDGE,64625-0225,1002029,
